ID,Skills
4785,"User Stories, Stakeholder Management, Product Roadmap, Agile"
4786,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
4787,"Python, Computer Vision"
4788,"Deep Learning, Python, Pandas, Statistics"
4789,"MLOps, Keras, Computer Vision"
4790,"Reporting, SQL"
4791,"NLP, SQL, Pandas, Statistics, Deep Learning"
4792,"Docker, Git, System Design, Spring Boot"
4793,"Git, Spring Boot, REST APIs, System Design, Docker"
4794,"Deep Learning, Python, SQL, Machine Learning"
4795,"Python, Deep Learning, SQL"
4796,"MLOps"
4797,"Python, SQL, Statistics, Pandas, NLP, Deep Learning"
4798,"Cloud, Computer Vision, Keras"
4799,"Java, Docker"
4800,"Tableau, Excel"
4801,"PyTorch, Python, Computer Vision"
4802,"Stakeholder Management, User Stories, Scrum, Product Roadmap"
4803,"Tableau, Data Cleaning"
4804,"Deep Learning, Statistics, NLP, Machine Learning, SQL, Pandas"
4805,"Product Roadmap, User Stories, Scrum"
4806,"Scrum, Agile"
4807,"Computer Vision, TensorFlow"
4808,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
4809,"Stakeholder Management, Scrum"
4810,"REST APIs, Docker"
4811,"Agile, Scrum, Stakeholder Management, Product Roadmap"
4812,"Java, Docker, REST APIs, Agile"
4813,"Git, Agile, System Design, Spring Boot"
4814,"Tableau, Excel, Reporting, SQL, Data Cleaning"
4815,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
4816,"Docker, Java, REST APIs"
4817,"TensorFlow, Cloud, Computer Vision"
4818,"TensorFlow, Keras, Computer Vision, MLOps, Python"
4819,"MLOps"
4820,"User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
4821,"Excel, Reporting, SQL"
4822,"Scrum, User Stories, Product Roadmap, Stakeholder Management"
4823,"Spring Boot, Java, System Design, Docker"
4824,"Scrum, Stakeholder Management, User Stories, Product Roadmap"
4825,"Excel, SQL, Data Cleaning"
4826,"Scrum, Stakeholder Management, Product Roadmap, Agile"
4827,"Agile, System Design, Docker, Git, Java"
4828,"PyTorch, Computer Vision"
4829,"User Stories, Agile"
4830,"Product Roadmap, Agile, User Stories, Stakeholder Management"
4831,"Tableau, Data Cleaning, SQL, Excel"
4832,"Spring Boot, System Design, Java, Docker, Agile, Git"
4833,"NLP, Statistics, Deep Learning, Python"
4834,"REST APIs, System Design, Spring Boot, Docker"
4835,"Git, REST APIs, Docker, Java"
4836,"Keras, PyTorch, TensorFlow"
4837,"Power BI"
4838,"MLOps, TensorFlow, Cloud, Python"
4839,"Deep Learning, NLP"
4840,"Product Roadmap, Scrum"
4841,"SQL, Data Cleaning, Tableau, Reporting"
4842,"MLOps, Computer Vision, Cloud, Keras"
4843,"Tableau, SQL, Power BI, Reporting, Excel, Data Cleaning"
4844,"Computer Vision, Keras, TensorFlow, Python, MLOps"
4845,"SQL, Power BI"
4846,"Tableau, Excel, Data Cleaning"
4847,"Python, Deep Learning, Pandas, SQL, Statistics"
4848,"Reporting, Tableau, SQL"
4849,"Python, PyTorch, TensorFlow, MLOps, Cloud"
4850,"Deep Learning, NLP, Python, Statistics"
4851,"Java, Agile, REST APIs, Git, System Design"
4852,"Git, System Design, Docker"
4853,"Deep Learning, Machine Learning, Statistics"
4854,"Scrum, Stakeholder Management"
4855,"SQL, Tableau, Data Cleaning, Reporting"
4856,"Agile, Docker, REST APIs, System Design, Git"
4857,"TensorFlow, Python, Keras"
4858,"User Stories, Agile, Product Roadmap, Stakeholder Management"
4859,"SQL, Data Cleaning"
4860,"System Design, Agile, Docker, REST APIs"
4861,"MLOps, Cloud, Keras, Computer Vision, TensorFlow"
4862,"Docker, Spring Boot, REST APIs, Git, Java, Agile"
4863,"REST APIs, Agile, Docker"
4864,"Power BI, Reporting, SQL, Tableau"
4865,"Agile, Docker, Java"
4866,"Reporting, Data Cleaning"
4867,"PyTorch, MLOps, Computer Vision, TensorFlow"
4868,"Pandas, Deep Learning, NLP, Statistics"
4869,"Scrum, User Stories, Agile, Product Roadmap"
4870,"Excel, SQL, Tableau, Reporting"
4871,"SQL, Deep Learning, Pandas, NLP, Python, Statistics, Machine Learning"
4872,"SQL, Reporting, Excel, Tableau, Power BI"
4873,"Agile, Scrum, Product Roadmap, User Stories, Stakeholder Management"
4874,"User Stories, Scrum, Product Roadmap"
4875,"Java"
4876,"System Design, Java"
4877,"Scrum, User Stories, Agile, Product Roadmap, Stakeholder Management"
4878,"Python, TensorFlow, Keras"
4879,"Data Cleaning, Reporting"
4880,"Reporting, SQL, Power BI, Data Cleaning"
4881,"System Design, Docker, Spring Boot"
4882,"Agile, Spring Boot, REST APIs"
4883,"System Design, Git, Docker, Java, Agile"
4884,"Reporting, Data Cleaning, SQL, Power BI, Excel"
4885,"Spring Boot, Docker, REST APIs"
4886,"SQL, Deep Learning, Python, Machine Learning, Statistics"
4887,"Statistics, Deep Learning, Machine Learning, Pandas, NLP"
4888,"Stakeholder Management, Scrum"
4889,"Deep Learning, Python, Machine Learning, SQL, Statistics, NLP"
4890,"MLOps, Cloud, TensorFlow, PyTorch"
4891,"SQL, Power BI, Data Cleaning"
4892,"REST APIs, Agile, Java, Docker, Spring Boot"
4893,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
4894,"Keras, TensorFlow, MLOps"
4895,"NLP, Pandas, Python, SQL, Statistics"
4896,"REST APIs, Java"
4897,"System Design, Agile, Java, Spring Boot, Docker"
4898,"Computer Vision, Keras"
4899,"Pandas, Python, Machine Learning, NLP"
4900,"TensorFlow, Python, Cloud, MLOps"
4901,"Product Roadmap, Stakeholder Management, Scrum, Agile"
4902,"Cloud, TensorFlow, Computer Vision, PyTorch"
4903,"Java, Spring Boot, System Design, Docker, Git, REST APIs"
4904,"Docker, System Design, REST APIs"
4905,"Keras, MLOps, PyTorch, TensorFlow, Cloud"
4906,"Data Cleaning, Excel, Tableau, SQL, Power BI"
4907,"Tableau, Reporting, SQL, Excel, Power BI, Data Cleaning"
4908,"Python, TensorFlow, Cloud, Computer Vision, PyTorch"
4909,"Pandas, Statistics, NLP, Deep Learning, SQL"
4910,"Scrum, User Stories"
4911,"Reporting, Power BI"
4912,"MLOps"
4913,"Spring Boot, Java, System Design"
4914,"Docker, Java, Spring Boot, Agile, REST APIs"
4915,"Power BI, Data Cleaning, Excel"
4916,"NLP, Statistics, Deep Learning, SQL, Machine Learning"
4917,"Data Cleaning, Tableau, Reporting, Excel"
4918,"User Stories, Agile, Scrum, Stakeholder Management"
4919,"Cloud, Computer Vision, TensorFlow"
4920,"Scrum, User Stories"
4921,"Scrum, Product Roadmap, User Stories"
4922,"Agile, User Stories, Scrum, Product Roadmap"
4923,"Java, Agile, Spring Boot, Docker"
4924,"Data Cleaning, Reporting"
4925,"Deep Learning, NLP, Statistics"
4926,"Stakeholder Management, Product Roadmap, Agile"
4927,"Java, Docker"
4928,"Data Cleaning, Power BI, Excel"
4929,"MLOps, Computer Vision, Cloud, TensorFlow"
4930,"Machine Learning, SQL, NLP, Python"
4931,"SQL, Statistics, Python, NLP"
4932,"Agile, Product Roadmap, Scrum"
4933,"Tableau, Excel"
4934,"Spring Boot, Java"
4935,"Scrum, Product Roadmap, Agile, Stakeholder Management"
4936,"Tableau, Reporting, SQL"
4937,"Cloud, PyTorch, Keras"
4938,"Power BI, Data Cleaning, Tableau"
4939,"Java, Agile, System Design, REST APIs"
4940,"Agile, Stakeholder Management, Scrum, Product Roadmap"
4941,"Docker, Spring Boot, Git, Agile, Java"
4942,"Deep Learning, Pandas, Machine Learning, Statistics, NLP"
4943,"Reporting, Excel, Power BI, Data Cleaning"
4944,"SQL, Machine Learning"
4945,"Scrum, Agile, User Stories, Stakeholder Management"
4946,"Reporting, Power BI"
4947,"Statistics, Deep Learning, Machine Learning"
4948,"Excel, SQL"
4949,"Reporting, Data Cleaning, SQL, Power BI"
4950,"Python, Computer Vision, PyTorch, MLOps, Keras, TensorFlow, Cloud"
4951,"Python, Statistics, SQL"
4952,"Agile, Git"
4953,"Stakeholder Management, User Stories"
4954,"Spring Boot, REST APIs, Docker"
4955,"REST APIs, Docker, Java, Spring Boot"
4956,"TensorFlow, Python"
4957,"Spring Boot, Agile, Git, REST APIs, Java, System Design"
4958,"Stakeholder Management, User Stories, Scrum, Product Roadmap, Agile"
4959,"PyTorch, Python, Computer Vision, MLOps"
4960,"REST APIs, System Design, Docker"
4961,"SQL, Excel, Data Cleaning, Tableau, Power BI"
4962,"Product Roadmap, Agile, User Stories"
4963,"Machine Learning, Python, Deep Learning"
4964,"Cloud, Python"
4965,"Java, Git"
4966,"Agile, User Stories, Stakeholder Management"
4967,"Reporting, Power BI, SQL, Excel"
4968,"SQL, NLP, Python, Statistics, Pandas"
4969,"Product Roadmap, Scrum"
4970,"Cloud, Computer Vision"
4971,"Power BI, Data Cleaning"
4972,"NLP, Deep Learning"
4973,"Cloud, TensorFlow, Computer Vision, Keras"
4974,"MLOps, Python, Computer Vision, Keras"
4975,"Python, Machine Learning, SQL, Statistics"
4976,"Java, System Design, Spring Boot, Agile"
4977,"Stakeholder Management, Agile, User Stories, Product Roadmap"
4978,"Agile"
4979,"Git, Agile, REST APIs"
4980,"Agile, System Design, Java, Spring Boot"
4981,"System Design, Java, REST APIs, Git, Spring Boot"
4982,"Deep Learning, Statistics"
4983,"Excel, Reporting, SQL, Tableau"
4984,"Python, Keras, MLOps"
4985,"Excel, Power BI, Tableau"
4986,"Python, Cloud, Computer Vision, PyTorch, Keras"
4987,"User Stories"
4988,"Python, NLP, Deep Learning"
4989,"Python, TensorFlow, Cloud"
4990,"Power BI"
4991,"MLOps, Cloud, TensorFlow"
4992,"PyTorch, Computer Vision, TensorFlow, MLOps"
4993,"TensorFlow, MLOps, Python, Cloud, PyTorch, Computer Vision"
4994,"NLP, SQL"
4995,"Agile, Git, REST APIs, Java, System Design"
4996,"Computer Vision, Keras, Cloud, MLOps"
4997,"Data Cleaning, Power BI, Excel, Tableau"
4998,"Machine Learning, NLP, Statistics, Pandas, Python"
4999,"Power BI, Excel, Tableau"
5000,"Reporting, Tableau, Power BI, Data Cleaning, Excel"
5001,"Keras, PyTorch"
5002,"Keras, TensorFlow, MLOps, Computer Vision, PyTorch"
5003,"PyTorch, TensorFlow, Computer Vision, Python, Cloud"
5004,"Excel, Tableau, SQL, Power BI, Data Cleaning, Reporting"
5005,"Power BI, Reporting, Tableau, Data Cleaning"
5006,"Excel, Power BI, Reporting"
5007,"Data Cleaning, SQL, Power BI, Excel, Reporting, Tableau"
5008,"Excel, Data Cleaning, Tableau"
5009,"PyTorch, Cloud, Python, TensorFlow, Keras"
5010,"Keras, Python, Computer Vision, MLOps, TensorFlow"
5011,"Python, Cloud, TensorFlow, Keras, Computer Vision"
5012,"Stakeholder Management, Product Roadmap"
5013,"REST APIs, System Design, Spring Boot, Agile"
5014,"Product Roadmap, Scrum, User Stories"
5015,"SQL, Machine Learning, NLP, Pandas, Python, Statistics"
5016,"System Design, Java, Agile, Spring Boot"
5017,"Computer Vision, Python, Keras, TensorFlow"
5018,"Python, Pandas, SQL, Deep Learning, Machine Learning"
5019,"Product Roadmap, Agile"
5020,"Machine Learning, Statistics, Deep Learning, SQL, NLP, Pandas"
5021,"TensorFlow, PyTorch, Computer Vision, Python, Cloud"
5022,"Deep Learning, Machine Learning, SQL"
5023,"Reporting, Power BI, Tableau, Excel"
5024,"Stakeholder Management"
5025,"Python, TensorFlow, Keras, Computer Vision"
5026,"Power BI, Tableau, SQL, Reporting, Data Cleaning"
5027,"Keras, Python, TensorFlow, Cloud, Computer Vision"
5028,"REST APIs, Spring Boot, System Design"
5029,"Git, System Design, REST APIs, Docker"
5030,"Git, Spring Boot, System Design, Docker, REST APIs"
5031,"Agile, System Design, Docker, REST APIs, Java"
5032,"TensorFlow, MLOps, Python, Computer Vision, Keras"
5033,"Python, TensorFlow, PyTorch, Computer Vision"
5034,"Machine Learning, Python, NLP, SQL, Pandas"
5035,"Excel, Data Cleaning"
5036,"Spring Boot, REST APIs, Java, Agile, System Design, Docker"
5037,"User Stories, Scrum, Product Roadmap"
5038,"Keras, MLOps"
5039,"MLOps, Keras, Computer Vision, PyTorch"
5040,"PyTorch, Cloud, Keras"
5041,"Keras, TensorFlow, MLOps, Python, Cloud, PyTorch"
5042,"NLP, Machine Learning, SQL, Deep Learning, Pandas"
5043,"Cloud, Computer Vision, MLOps, Keras, Python, PyTorch, TensorFlow"
5044,"SQL, Data Cleaning, Reporting"
5045,"Scrum, Product Roadmap"
5046,"SQL, Machine Learning, NLP, Pandas, Python"
5047,"Pandas, NLP, SQL"
5048,"NLP, Python, Pandas"
5049,"SQL, Excel"
5050,"Machine Learning, Deep Learning, Statistics, NLP"
5051,"PyTorch, Keras"
5052,"Product Roadmap, Agile"
5053,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
5054,"Statistics, Machine Learning, SQL"
5055,"Scrum, User Stories"
5056,"Keras, PyTorch, Computer Vision"
5057,"NLP, Pandas, SQL, Statistics, Deep Learning"
5058,"Product Roadmap, Scrum, User Stories, Agile"
5059,"User Stories, Agile, Stakeholder Management"
5060,"MLOps, Cloud, TensorFlow"
5061,"Cloud, TensorFlow, Computer Vision, Python"
5062,"Power BI, Tableau, Reporting, Excel"
5063,"Python, SQL, Machine Learning, Pandas, Deep Learning"
5064,"Statistics, Python, Deep Learning, NLP, SQL, Machine Learning"
5065,"Reporting, Power BI, Tableau, Data Cleaning, Excel"
5066,"Product Roadmap, Scrum"
5067,"Reporting, Excel, Tableau, SQL, Power BI"
5068,"SQL, Statistics, Machine Learning, NLP"
5069,"User Stories, Product Roadmap"
5070,"Git, Spring Boot"
5071,"Data Cleaning, Reporting, SQL"
5072,"Deep Learning, SQL"
5073,"Computer Vision, PyTorch, Python"
5074,"MLOps, Keras, PyTorch, Python"
5075,"Tableau, SQL, Data Cleaning"
5076,"System Design"
5077,"Deep Learning, Machine Learning, Statistics"
5078,"Tableau, SQL, Data Cleaning, Reporting"
5079,"Docker, System Design, Spring Boot, Git, Agile"
5080,"Stakeholder Management, Scrum"
5081,"REST APIs, Git"
5082,"SQL, Power BI, Data Cleaning"
5083,"Reporting, Excel, Data Cleaning, Tableau, Power BI, SQL"
5084,"Power BI, Excel, Reporting"
5085,"PyTorch, Python, Cloud"
5086,"Stakeholder Management, Product Roadmap, Agile"
5087,"Pandas, SQL, Statistics, NLP"
5088,"Spring Boot, Java"
5089,"Python"
5090,"Excel, Power BI, Reporting, Tableau"
5091,"Spring Boot, System Design, REST APIs, Java, Docker, Agile, Git"
5092,"Java, REST APIs, Spring Boot"
5093,"Data Cleaning, Power BI, Tableau, SQL, Excel"
5094,"SQL, Statistics, Deep Learning"
5095,"User Stories"
5096,"Pandas, SQL"
5097,"Machine Learning, Deep Learning, Python, Statistics"
5098,"Stakeholder Management, Scrum"
5099,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
5100,"SQL"
5101,"PyTorch, Python"
5102,"Python, NLP, Machine Learning"
5103,"SQL, Power BI, Excel, Reporting"
5104,"MLOps, PyTorch"
5105,"System Design, Java, Agile, REST APIs, Git"
5106,"Cloud, Keras"
5107,"Product Roadmap, Scrum, Agile, Stakeholder Management"
5108,"MLOps, Computer Vision, Keras, TensorFlow"
5109,"Spring Boot, System Design, Java, Agile"
5110,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
5111,"Scrum, User Stories"
5112,"Product Roadmap, Scrum, User Stories"
5113,"PyTorch, Keras, TensorFlow, Computer Vision, MLOps"
5114,"Computer Vision, Cloud"
5115,"NLP, SQL, Pandas, Deep Learning, Python, Machine Learning"
5116,"User Stories, Product Roadmap, Scrum, Agile"
5117,"Git, REST APIs, System Design, Spring Boot, Docker"
5118,"Spring Boot, Docker, Git, System Design"
5119,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
5120,"Machine Learning, Statistics, SQL"
5121,"Computer Vision, Cloud, MLOps, Python, Keras"
5122,"Agile, System Design, Docker, Java, Spring Boot, Git"
5123,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
5124,"Excel, Power BI, Reporting, Data Cleaning"
5125,"Agile, Scrum"
5126,"SQL, Python, NLP, Deep Learning, Statistics"
5127,"Statistics, Pandas"
5128,"PyTorch, Cloud, Computer Vision"
5129,"Tableau, Excel"
5130,"Scrum, Stakeholder Management, Product Roadmap"
5131,"Java, Agile"
5132,"Data Cleaning"
5133,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
5134,"Git, Docker, REST APIs"
5135,"Tableau, Data Cleaning, Power BI"
5136,"SQL, Machine Learning, Deep Learning"
5137,"Product Roadmap, Stakeholder Management, Scrum, Agile"
5138,"Statistics, SQL, Pandas"
5139,"Statistics, Deep Learning, NLP"
5140,"Deep Learning, Machine Learning, Python, NLP"
5141,"Agile, User Stories, Scrum, Product Roadmap"
5142,"Keras, PyTorch, Cloud"
5143,"Power BI, Excel, Reporting, Data Cleaning"
5144,"Excel, Tableau, SQL, Power BI, Reporting"
5145,"User Stories, Scrum, Stakeholder Management, Agile, Product Roadmap"
5146,"Spring Boot, Git, Agile, Docker"
5147,"Deep Learning, SQL, Statistics, NLP"
5148,"Product Roadmap, Stakeholder Management, Scrum"
5149,"SQL, Deep Learning, Machine Learning, Python, Pandas"
5150,"Stakeholder Management"
5151,"Scrum, Agile"
5152,"Reporting, Tableau, SQL, Power BI, Data Cleaning"
5153,"Deep Learning, Pandas"
5154,"Agile, Product Roadmap"
5155,"Product Roadmap"
5156,"NLP, Pandas, Statistics, Deep Learning"
5157,"Git, Docker, Spring Boot"
5158,"Statistics"
5159,"Power BI, Tableau, Reporting, Data Cleaning, Excel, SQL"
5160,"Scrum, User Stories, Product Roadmap"
5161,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
5162,"Power BI, Tableau, Data Cleaning"
5163,"Git, Java, Spring Boot, Agile, System Design, Docker"
5164,"Product Roadmap, Stakeholder Management, Scrum"
5165,"Agile, User Stories, Stakeholder Management, Scrum"
5166,"Data Cleaning, Excel, Reporting"
5167,"Product Roadmap, Agile, User Stories, Stakeholder Management"
5168,"Scrum, User Stories, Stakeholder Management, Product Roadmap, Agile"
5169,"TensorFlow, PyTorch, MLOps, Cloud, Computer Vision"
5170,"TensorFlow, PyTorch, MLOps"
5171,"MLOps, Keras, Python"
5172,"Machine Learning, NLP, Deep Learning, Python"
5173,"Docker, System Design, Java, Spring Boot, REST APIs, Git"
5174,"Scrum, Agile"
5175,"PyTorch, Computer Vision, Python, MLOps"
5176,"Keras"
5177,"Keras, TensorFlow, MLOps, Python, Cloud"
5178,"Keras, MLOps"
5179,"Excel, Tableau"
5180,"Machine Learning, Python, SQL, Deep Learning, Statistics"
5181,"Deep Learning, Python, Statistics, NLP, Machine Learning"
5182,"SQL, Power BI"
5183,"Stakeholder Management, Scrum"
5184,"SQL, Reporting"
5185,"Python, MLOps, Computer Vision, TensorFlow, Keras"
5186,"SQL, Statistics, NLP, Pandas"
5187,"MLOps, Cloud, Keras, Python"
5188,"REST APIs, System Design, Spring Boot, Git, Agile, Docker"
5189,"NLP, Deep Learning, SQL"
5190,"SQL, Deep Learning, Python, NLP, Pandas"
5191,"SQL, Excel, Tableau"
5192,"MLOps, TensorFlow, Cloud, Computer Vision, Keras, Python, PyTorch"
5193,"Computer Vision, MLOps, Keras"
5194,"System Design, Java, Git"
5195,"Python, Computer Vision"
5196,"Python, Pandas, Machine Learning"
5197,"Stakeholder Management, Product Roadmap, Scrum, User Stories, Agile"
5198,"Git, Spring Boot"
5199,"Power BI, SQL"
5200,"Tableau, SQL, Power BI, Data Cleaning"
5201,"Product Roadmap, Agile, Scrum"
5202,"Tableau, Data Cleaning, Reporting"
5203,"Machine Learning, Statistics, SQL, NLP, Python, Pandas"
5204,"System Design, Git, Spring Boot, Agile, REST APIs"
5205,"System Design, Git, Spring Boot, Agile, Docker"
5206,"NLP, Python, SQL, Statistics, Machine Learning"
5207,"Git, System Design, Java, Agile, REST APIs"
5208,"Spring Boot, System Design, Java"
5209,"Docker, System Design, Git"
5210,"Reporting, Excel"
5211,"User Stories, Product Roadmap, Scrum"
5212,"Data Cleaning, Tableau, Reporting"
5213,"SQL, Tableau, Excel, Reporting, Data Cleaning, Power BI"
5214,"Agile"
5215,"Product Roadmap, Stakeholder Management, User Stories, Agile, Scrum"
5216,"Power BI, Data Cleaning, Tableau, Excel, SQL"
5217,"Agile"
5218,"Cloud, Keras, PyTorch, TensorFlow"
5219,"Product Roadmap, User Stories, Agile"
5220,"REST APIs, System Design, Java, Agile, Spring Boot, Git, Docker"
5221,"PyTorch, Keras, Cloud"
5222,"Agile, Spring Boot, Docker, Java"
5223,"SQL, Reporting"
5224,"Pandas, Statistics, Python, Deep Learning, Machine Learning, NLP"
5225,"Stakeholder Management, Agile"
5226,"Power BI, Reporting, SQL, Tableau, Excel"
5227,"Excel, Data Cleaning"
5228,"System Design, Java, Docker"
5229,"Java, REST APIs, Git, Agile, Docker"
5230,"Cloud, PyTorch, Keras, Python"
5231,"Tableau, SQL, Reporting, Data Cleaning, Power BI"
5232,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
5233,"Keras"
5234,"Python, Keras, TensorFlow, Computer Vision"
5235,"Computer Vision, Keras"
5236,"SQL, Reporting, Tableau, Data Cleaning"
5237,"Data Cleaning, Excel"
5238,"SQL, NLP"
5239,"Git, Agile, Java, Docker"
5240,"REST APIs, Spring Boot"
5241,"Agile, Scrum"
5242,"SQL, Deep Learning, Statistics, Machine Learning, Pandas, NLP"
5243,"Java, System Design, Git"
5244,"System Design, Spring Boot"
5245,"Power BI, Reporting, SQL"
5246,"Data Cleaning, Excel, Power BI"
5247,"Product Roadmap, User Stories, Stakeholder Management, Scrum"
5248,"Power BI"
5249,"PyTorch, MLOps, Computer Vision, Keras, Cloud, TensorFlow"
5250,"System Design, REST APIs, Spring Boot, Java"
5251,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
5252,"MLOps, TensorFlow, Keras, Python"
5253,"Excel, Tableau, Reporting, SQL, Data Cleaning"
5254,"Pandas, Statistics"
5255,"Python, NLP, Pandas, Statistics"
5256,"Python, Cloud, Computer Vision"
5257,"Agile, REST APIs, Spring Boot, Git, Java"
5258,"Scrum, Agile, User Stories"
5259,"Pandas, Deep Learning, Statistics, NLP, SQL"
5260,"Java, REST APIs"
5261,"Cloud, TensorFlow, MLOps"
5262,"Stakeholder Management, Agile, Product Roadmap, User Stories"
5263,"User Stories, Stakeholder Management, Agile, Product Roadmap, Scrum"
5264,"Git, Spring Boot, Docker, Agile"
5265,"Python"
5266,"Reporting, Tableau, Power BI, SQL, Data Cleaning, Excel"
5267,"Stakeholder Management"
5268,"Power BI, Reporting"
5269,"PyTorch, Computer Vision, MLOps"
5270,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
5271,"Tableau"
5272,"Keras, PyTorch, Computer Vision, Cloud"
5273,"Reporting, Tableau, Data Cleaning, SQL"
5274,"MLOps, TensorFlow, Python, Keras"
5275,"Pandas, Deep Learning, Machine Learning"
5276,"Spring Boot, Agile, Git, Docker, Java"
5277,"REST APIs, Docker"
5278,"NLP, Pandas, Machine Learning"
5279,"TensorFlow, Cloud"
5280,"User Stories, Scrum, Product Roadmap"
5281,"Tableau, Data Cleaning"
5282,"Excel, Reporting, Power BI"
5283,"SQL, Deep Learning, Statistics, Python, Machine Learning"
5284,"MLOps, Keras, Python, TensorFlow"
5285,"Stakeholder Management, User Stories, Agile"
5286,"MLOps, PyTorch, TensorFlow, Cloud, Computer Vision, Python"
5287,"User Stories, Product Roadmap, Agile"
5288,"Computer Vision, PyTorch, Python, TensorFlow"
5289,"Computer Vision, MLOps, Python, PyTorch, Keras"
5290,"Scrum, Product Roadmap"
5291,"Product Roadmap, User Stories"
5292,"Git, REST APIs, Agile, Docker, Java"
5293,"Excel, SQL, Data Cleaning"
5294,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
5295,"Computer Vision, Cloud, Keras"
5296,"Reporting, Excel"
5297,"Machine Learning, Pandas"
5298,"User Stories, Scrum, Agile, Stakeholder Management"
5299,"Agile, Spring Boot, Docker"
5300,"Computer Vision, PyTorch, MLOps"
5301,"Power BI, Reporting"
5302,"User Stories, Stakeholder Management, Agile"
5303,"SQL, Power BI, Reporting, Tableau, Data Cleaning"
5304,"User Stories, Agile, Stakeholder Management"
5305,"Python, Deep Learning, Statistics, SQL, Machine Learning"
5306,"Docker, Java, System Design"
5307,"Scrum, Product Roadmap, Agile"
5308,"TensorFlow, Python, MLOps, Keras, Computer Vision, Cloud"
5309,"MLOps"
5310,"User Stories, Stakeholder Management, Scrum, Agile"
5311,"System Design, Docker, Git, Agile, Spring Boot"
5312,"NLP, Pandas, Statistics, SQL, Machine Learning, Python, Deep Learning"
5313,"Power BI, SQL, Reporting, Tableau, Excel"
5314,"Power BI, Tableau, Excel, Reporting, SQL"
5315,"Machine Learning, SQL"
5316,"Reporting, SQL, Excel, Tableau, Power BI"
5317,"NLP, Pandas, Machine Learning, Statistics, Python, Deep Learning"
5318,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
5319,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
5320,"Agile, Stakeholder Management, Scrum, Product Roadmap"
5321,"Docker, Agile, Spring Boot, Git"
5322,"Python, Deep Learning"
5323,"Deep Learning, Machine Learning, NLP, Python, Pandas, Statistics"
5324,"PyTorch, TensorFlow, Cloud, Python"
5325,"Reporting, Data Cleaning, Excel"
5326,"Pandas, Deep Learning, Machine Learning"
5327,"Pandas, Python, NLP, Statistics, Deep Learning, Machine Learning"
5328,"Python, Pandas, Deep Learning, Statistics, NLP, Machine Learning"
5329,"Pandas, SQL, Deep Learning"
5330,"Python, TensorFlow, Keras, PyTorch"
5331,"NLP, Python, Deep Learning, Pandas"
5332,"Agile, Java, Spring Boot, System Design, Git"
5333,"Pandas, Statistics, NLP, Python, Deep Learning"
5334,"Data Cleaning, Reporting, Tableau"
5335,"Docker, Agile, REST APIs"
5336,"Deep Learning, SQL, Machine Learning, Pandas, Statistics, Python"
5337,"Product Roadmap, User Stories, Stakeholder Management, Agile, Scrum"
5338,"PyTorch, Keras, TensorFlow, Cloud"
5339,"TensorFlow, Python, PyTorch, Cloud, Computer Vision, Keras"
5340,"Docker, System Design, Spring Boot, REST APIs, Java, Agile, Git"
5341,"Tableau, Data Cleaning, Power BI, Excel"
5342,"PyTorch, Keras, TensorFlow, Computer Vision, MLOps"
5343,"Spring Boot, Java, System Design, Agile"
5344,"Power BI, Reporting, SQL, Tableau"
5345,"Cloud, Python, Computer Vision, TensorFlow"
5346,"TensorFlow, Computer Vision, MLOps, Keras"
5347,"TensorFlow, Computer Vision, MLOps, Keras"
5348,"Computer Vision"
5349,"Excel, Reporting, Data Cleaning"
5350,"SQL, Python, Machine Learning, Pandas, NLP"
5351,"Tableau"
5352,"NLP, Statistics, Deep Learning, SQL, Pandas"
5353,"Power BI, SQL, Reporting"
5354,"SQL, Tableau, Power BI, Excel, Reporting"
5355,"User Stories, Product Roadmap, Agile, Stakeholder Management"
5356,"Excel, Data Cleaning"
5357,"REST APIs, Git, Docker, Java, Agile"
5358,"Tableau, Power BI, Data Cleaning, Excel, SQL"
5359,"Reporting, Power BI, SQL"
5360,"Deep Learning, NLP, Pandas"
5361,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
5362,"Tableau"
5363,"Excel"
5364,"Statistics, Machine Learning, Python, Pandas"
5365,"Keras, TensorFlow, PyTorch"
5366,"Keras, Python, TensorFlow, Computer Vision, Cloud"
5367,"Tableau, Power BI, Data Cleaning, SQL"
5368,"Power BI, SQL, Excel"
